accident_id,county_name,day,month,year,hour,minute,latitude,longitud,sp_jur_lit,man_coll_lit,lgt_cond_lit,weather_lit,fatals,day_part
2012040735,MARICOPA,26,12,2012,16.0,52.0,33.62631667,-111.99605833,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2012040736,MARICOPA,27,12,2012,10.0,36.0,33.59988056,-111.99244444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2012040737,MARICOPA,28,12,2012,6.0,58.0,33.48045278,-112.00418333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dawn,Clear,1,Morning
2012040738,MARICOPA,30,12,2012,23.0,56.0,33.63979167,-112.23344444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,2,Night
2012040739,PINAL,14,7,2012,16.0,18.0,32.55448333,-110.78386667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Not Reported,1,Afternoon
2012040740,APACHE,4,12,2012,1.0,3.0,35.6928,-109.26352222,Indian Reservation,Other,Dark - Unknown Lighting,Not Reported,3,Night
2012040741,MARICOPA,21,12,2012,13.0,0.0,33.43554722,-112.5561,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Cloudy,1,Afternoon
2012040742,NAVAJO,8,9,2012,20.0,0.0,35.65561944,-110.49117222,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Not Reported,Not Reported,1,Night
2012040743,COCONINO,9,10,2012,11.0,25.0,36.369625,-110.89614167,National Park Service,Not a Collision with Motor Vehicle In-Transport,Daylight,Not Reported,1,Morning
2012040744,MARICOPA,14,12,2012,3.0,32.0,33.36367222,-111.89408611,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Rain,1,Night
2012040745,PINAL,22,11,2012,16.0,50.0,33.43151667,-111.52875,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2012040746,COCHISE,3,12,2012,16.0,11.0,31.96326111,-109.89827222,No Special Jurisdiction,Other,Daylight,Clear,1,Afternoon
2012040747,PINAL,14,12,2012,16.0,30.0,33.21994167,-111.56673611,No Special Jurisdiction,Angle,Daylight,Rain,1,Afternoon
2012040748,MARICOPA,31,12,2012,19.0,30.0,33.46568056,-111.992125,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2012040749,MARICOPA,26,11,2012,0.0,53.0,33.68194722,-112.14333333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2012040751,APACHE,21,5,2012,5.0,22.0,35.02789722,-109.83758889,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Morning
2012040752,APACHE,2,9,2012,20.0,0.0,35.66908056,-109.16520833,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Not Reported,Not Reported,1,Night
2012040753,NAVAJO,7,2,2012,20.0,0.0,34.34005556,-110.72540833,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Not Reported,Not Reported,1,Night
2012040754,APACHE,8,12,2012,20.0,0.0,36.21508889,-109.60281944,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Not Reported,Not Reported,1,Night
2013040001,SANTA CRUZ,3,1,2013,17.0,32.0,31.45442778,-110.98287222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Rain,1,Afternoon
2013040002,MARICOPA,3,1,2013,21.0,56.0,33.40736389,-111.64094722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040003,PINAL,4,1,2013,14.0,43.0,33.38656111,-111.52031667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040004,MARICOPA,5,1,2013,19.0,1.0,33.48806667,-112.13430833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040005,COCHISE,7,1,2013,6.0,36.0,31.85171111,-110.19965833,No Special Jurisdiction,Front-to-Front,Dawn,Clear,1,Morning
2013040006,PIMA,7,1,2013,10.0,11.0,32.13419444,-110.92606667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040009,MARICOPA,11,1,2013,10.0,14.0,33.55670556,-112.099675,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2013040010,NAVAJO,11,1,2013,12.0,11.0,34.19603889,-109.99022778,No Special Jurisdiction,Front-to-Front,Daylight,Cloudy,1,Afternoon
2013040011,YAVAPAI,11,1,2013,16.0,21.0,34.47284167,-112.26322778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,2,Afternoon
2013040012,PIMA,11,1,2013,18.0,28.0,32.155675,-111.01601111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Afternoon
2013040013,MARICOPA,12,1,2013,5.0,23.0,33.46166667,-112.14391111,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Clear,1,Morning
2013040014,SANTA CRUZ,13,1,2013,12.0,14.0,31.34882778,-110.92726111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040015,COCHISE,16,1,2013,9.0,5.0,31.36681389,-109.88676667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040016,YAVAPAI,17,1,2013,17.0,5.0,34.27141111,-112.90475278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040017,MARICOPA,19,1,2013,17.0,6.0,33.40819167,-111.76259167,No Special Jurisdiction,Other,Daylight,Clear,1,Afternoon
2013040018,PIMA,20,1,2013,0.0,24.0,32.33758611,-111.119575,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040019,COCONINO,20,1,2013,16.0,14.0,35.1167,-111.10703333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040020,MARICOPA,20,1,2013,16.0,16.0,33.392925,-111.89136389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,2,Afternoon
2013040021,PIMA,20,1,2013,20.0,57.0,32.17743611,-110.78980278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040022,YUMA,21,1,2013,23.0,30.0,32.68392778,-114.62582222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040023,YAVAPAI,22,1,2013,15.0,2.0,34.63979444,-112.31579167,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1,Afternoon
2013040024,MARICOPA,22,1,2013,18.0,44.0,33.53310556,-112.34100833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040025,MOHAVE,23,1,2013,10.0,29.0,35.93993333,-114.64075556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040026,YAVAPAI,26,1,2013,15.0,10.0,34.49708889,-111.717275,No Special Jurisdiction,Angle,Daylight,Rain,2,Afternoon
2013040027,MARICOPA,27,1,2013,20.0,33.0,33.45826667,-111.98365,No Special Jurisdiction,Front-to-Rear,Dark - Lighted,Cloudy,2,Night
2013040028,YUMA,27,1,2013,22.0,16.0,32.67015278,-114.41637222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,1,Night
2013040029,MARICOPA,28,1,2013,3.0,19.0,33.46331389,-112.11004722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Cloudy,1,Night
2013040031,MARICOPA,8,1,2013,11.0,11.0,33.60293333,-112.26989167,No Special Jurisdiction,Sideswipe - Same Direction,Daylight,Clear,1,Morning
2013040032,PINAL,27,1,2013,12.0,18.0,32.71550556,-111.50312222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040033,PIMA,3,1,2013,0.0,1.0,32.35013333,-111.01124167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040034,PINAL,4,1,2013,18.0,15.0,33.16193889,-111.49633889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Afternoon
2013040035,NAVAJO,23,1,2013,16.0,59.0,34.80336389,-110.20802222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040036,MARICOPA,25,1,2013,19.0,30.0,33.52511944,-112.11689722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Rain,1,Afternoon
2013040037,MARICOPA,26,1,2013,11.0,1.0,33.40215278,-111.77118056,No Special Jurisdiction,Angle,Daylight,Rain,1,Morning
2013040038,APACHE,29,1,2013,6.0,21.0,35.02789722,-109.83758889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Morning
2013040039,NAVAJO,2,1,2013,15.0,26.0,34.93873611,-110.12941111,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040040,MARICOPA,3,1,2013,18.0,39.0,33.5821,-112.095775,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040041,MARICOPA,6,1,2013,20.0,46.0,33.61821667,-112.03141667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040042,YUMA,4,1,2013,17.0,30.0,32.77981944,-113.95379722,No Special Jurisdiction,Other,Dusk,Cloudy,1,Afternoon
2013040044,MARICOPA,9,1,2013,18.0,56.0,33.39220556,-112.11540556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040045,MARICOPA,11,1,2013,6.0,55.0,33.59296389,-112.15141667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Morning
2013040046,MARICOPA,11,1,2013,22.0,2.0,33.45127778,-112.00146111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040047,MARICOPA,12,1,2013,17.0,9.0,33.55309444,-112.10399444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dusk,Clear,1,Afternoon
2013040048,MARICOPA,15,1,2013,8.0,58.0,33.42228611,-111.60772222,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2013040050,MARICOPA,15,1,2013,18.0,44.0,33.46596667,-111.84799722,Indian Reservation,Angle,Dark - Lighted,Clear,1,Afternoon
2013040051,APACHE,16,1,2013,23.0,39.0,34.27523889,-109.77793056,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dark - Unknown Lighting,Not Reported,1,Night
2013040052,MARICOPA,19,1,2013,10.0,5.0,33.45177222,-112.22115833,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2013040053,APACHE,19,1,2013,6.0,26.0,36.77855556,-110.03285278,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Not Reported,1,Morning
2013040054,MARICOPA,19,1,2013,15.0,14.0,33.37926389,-111.72240278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Not Reported,1,Afternoon
2013040055,MARICOPA,20,1,2013,15.0,54.0,33.36294722,-112.55733333,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040056,MARICOPA,27,1,2013,14.0,0.0,33.71282222,-112.141525,No Special Jurisdiction,Front-to-Front,Daylight,Not Reported,2,Afternoon
2013040057,PIMA,27,1,2013,20.0,49.0,32.13343333,-111.07320833,No Special Jurisdiction,Front-to-Rear,Dark - Not Lighted,Clear,1,Night
2013040058,MARICOPA,28,1,2013,6.0,53.0,33.58194444,-112.14546111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Cloudy,1,Morning
2013040059,MARICOPA,30,1,2013,16.0,43.0,33.5099,-112.01303611,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2013040060,MARICOPA,15,1,2013,7.0,13.0,33.41515833,-111.65872778,No Special Jurisdiction,Angle,Dark - Not Lighted,Clear,1,Morning
2013040061,MARICOPA,1,2,2013,15.0,12.0,33.54576111,-113.20183056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040062,COCHISE,1,2,2013,16.0,14.0,31.53576389,-110.27853889,No Special Jurisdiction,Other,Daylight,Clear,1,Afternoon
2013040063,MARICOPA,1,2,2013,17.0,24.0,33.43464722,-112.58704444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040064,PIMA,1,2,2013,18.0,25.0,32.28375278,-110.94381944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040065,MARICOPA,2,2,2013,0.0,57.0,33.46215,-112.23172778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040066,COCONINO,2,2,2013,12.0,13.0,35.11982778,-111.70828056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040067,MARICOPA,4,2,2013,14.0,49.0,33.46575556,-111.9005,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040068,PIMA,3,2,2013,12.0,55.0,32.25094444,-110.77221944,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2013040069,PINAL,6,2,2013,5.0,10.0,33.08815278,-111.77058056,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Morning
2013040070,PINAL,6,2,2013,17.0,48.0,33.41505278,-111.58063611,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2013040071,PIMA,6,2,2013,19.0,14.0,32.11555,-111.04596111,No Special Jurisdiction,Other,Dark - Not Lighted,Clear,1,Afternoon
2013040072,APACHE,7,2,2013,12.0,46.0,35.28053889,-109.18771389,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040073,PIMA,9,2,2013,19.0,45.0,32.20681389,-110.97167222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Afternoon
2013040074,MARICOPA,10,2,2013,17.0,19.0,33.44983056,-112.34106667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Cloudy,1,Afternoon
2013040075,NAVAJO,11,2,2013,7.0,56.0,34.93873611,-110.12941111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Snow,1,Morning
2013040076,MARICOPA,11,2,2013,16.0,27.0,33.85168611,-112.55526389,No Special Jurisdiction,Angle,Daylight,Sleet or Hail,1,Afternoon
2013040077,PIMA,11,2,2013,18.0,45.0,32.26473611,-110.97439167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Rain,1,Afternoon
2013040078,MOHAVE,15,2,2013,14.0,46.0,34.4872,-114.34035278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040079,MOHAVE,16,2,2013,22.0,15.0,34.71821389,-114.47734444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040080,MARICOPA,17,2,2013,14.0,40.0,33.42603889,-111.89131111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040081,PIMA,17,2,2013,18.0,4.0,32.13489722,-110.97768056,No Special Jurisdiction,Angle,Dusk,Clear,1,Afternoon
2013040082,MOHAVE,18,2,2013,23.0,3.0,35.20393333,-113.93935833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040083,MARICOPA,19,2,2013,11.0,49.0,33.46795556,-111.78177222,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2013040085,APACHE,23,2,2013,13.0,58.0,36.33086389,-109.6221,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040086,MARICOPA,24,2,2013,0.0,11.0,33.47546389,-112.83953056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040087,PIMA,24,2,2013,5.0,17.0,32.25036944,-110.99144722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dawn,Clear,1,Morning
2013040088,COCONINO,27,2,2013,15.0,47.0,35.12452222,-111.68181111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040089,MARICOPA,28,2,2013,5.0,20.0,33.40633056,-111.96976389,No Special Jurisdiction,Sideswipe - Same Direction,Dark - Lighted,Clear,1,Morning
2013040090,PIMA,2,2,2013,18.0,48.0,31.58331111,-111.29908889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040091,YAVAPAI,6,2,2013,15.0,18.0,34.50291111,-112.24417222,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2013040092,PIMA,25,2,2013,9.0,46.0,31.90818333,-110.98549167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040093,MARICOPA,27,2,2013,1.0,59.0,33.46228889,-112.47537222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040094,PINAL,27,2,2013,13.0,37.0,33.05635278,-112.04830556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040095,GILA,15,2,2013,5.0,50.0,33.39969722,-110.79097778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Morning
2013040096,GILA,1,2,2013,12.0,46.0,34.34447222,-111.19113889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040097,MARICOPA,1,3,2013,2.0,51.0,33.46193611,-112.14616111,No Special Jurisdiction,Other,Dark - Not Lighted,Clear,1,Night
2013040098,MARICOPA,3,3,2013,6.0,29.0,33.64100556,-111.54254444,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dawn,Clear,1,Morning
2013040099,NAVAJO,3,3,2013,17.0,45.0,34.50873889,-110.17906667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dusk,Clear,1,Afternoon
2013040100,MOHAVE,4,3,2013,19.0,20.0,35.02290278,-114.59798889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Afternoon
2013040101,PINAL,6,3,2013,19.0,58.0,33.38591111,-111.56335556,No Special Jurisdiction,Angle,Dark - Lighted,Not Reported,1,Afternoon
2013040102,MOHAVE,6,3,2013,20.0,53.0,34.482825,-114.34908889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040103,COCONINO,9,3,2013,15.0,39.0,36.23813611,-111.02587778,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040104,PIMA,10,3,2013,18.0,52.0,32.33730833,-110.92677778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Afternoon
2013040105,MOHAVE,11,3,2013,10.0,50.0,34.416825,-114.19678611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040106,MARICOPA,11,3,2013,14.0,42.0,33.73043889,-112.12153889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040107,PIMA,12,3,2013,7.0,36.0,32.487625,-110.91433056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Morning
2013040109,MARICOPA,14,3,2013,14.0,8.0,33.66829444,-111.961225,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040110,PIMA,17,3,2013,7.0,58.0,32.20708889,-110.90745833,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dawn,Clear,1,Morning
2013040111,PIMA,17,3,2013,21.0,45.0,32.19701667,-110.82393056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040113,GILA,21,3,2013,14.0,47.0,33.80762778,-110.47527222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040114,YAVAPAI,23,3,2013,12.0,38.0,34.60503611,-112.27237222,No Special Jurisdiction,Sideswipe - Same Direction,Daylight,Clear,1,Afternoon
2013040115,YAVAPAI,23,3,2013,15.0,18.0,34.57840833,-112.47070556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040116,YAVAPAI,25,3,2013,12.0,23.0,34.55245833,-112.42886667,No Special Jurisdiction,Front-to-Front,Daylight,Clear,1,Afternoon
2013040117,MOHAVE,25,3,2013,17.0,46.0,35.09766389,-114.11814722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Cloudy,1,Afternoon
2013040118,COCONINO,26,3,2013,11.0,7.0,35.20946111,-111.59759722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Cloudy,1,Morning
2013040119,COCONINO,26,3,2013,21.0,0.0,34.82309722,-111.61100278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Not Lighted,Clear,1,Night
2013040120,PIMA,27,3,2013,11.0,28.0,32.20629444,-110.940525,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2013040121,MARICOPA,27,3,2013,19.0,17.0,33.36435556,-111.83122778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040122,MOHAVE,29,3,2013,10.0,11.0,35.02602778,-114.59796111,No Special Jurisdiction,Angle,Daylight,Clear,1,Morning
2013040123,PIMA,29,3,2013,17.0,22.0,32.35046944,-110.72495,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040124,GILA,30,3,2013,15.0,53.0,34.38076667,-111.46790556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040125,COCONINO,31,3,2013,11.0,17.0,34.44093611,-111.47229167,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040126,MARICOPA,31,3,2013,23.0,22.0,33.46077222,-112.291525,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040127,MARICOPA,1,2,2013,13.0,18.0,33.39275833,-111.97832778,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040128,MARICOPA,2,2,2013,2.0,41.0,33.43658056,-111.98145556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040129,MARICOPA,2,2,2013,15.0,58.0,33.6111,-112.10213611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040130,NAVAJO,2,2,2013,23.0,0.0,34.488275,-110.08223333,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dark - Unknown Lighting,Not Reported,1,Night
2013040131,COCONINO,4,2,2013,7.0,20.0,36.05335833,-111.18097778,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Not Reported,Not Reported,1,Morning
2013040132,COCONINO,6,2,2013,9.0,56.0,35.21636944,-111.58216111,Indian Reservation,Front-to-Front,Daylight,Not Reported,1,Morning
2013040133,PINAL,11,2,2013,12.0,24.0,32.5328,-110.86882222,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040134,MARICOPA,13,2,2013,7.0,53.0,33.40668056,-112.09944444,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040135,MARICOPA,14,2,2013,20.0,5.0,33.64060556,-112.00283889,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040136,MARICOPA,15,2,2013,23.0,31.0,33.64055,-111.98865278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040137,COCONINO,16,2,2013,0.0,9.0,36.10034722,-111.19578333,Indian Reservation,Not a Collision with Motor Vehicle In-Transport,Dark - Unknown Lighting,Not Reported,1,Night
2013040138,MARICOPA,16,2,2013,15.0,48.0,33.81835278,-111.89126111,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2013040139,MARICOPA,28,2,2013,0.0,15.0,33.49491667,-112.02518611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040140,MARICOPA,27,2,2013,15.0,52.0,32.99950278,-112.50024722,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Afternoon
2013040141,PIMA,27,2,2013,19.0,8.0,32.33691389,-111.01288611,No Special Jurisdiction,Angle,Dark - Lighted,Clear,1,Afternoon
2013040142,MARICOPA,19,2,2013,18.0,37.0,33.48601389,-112.03888056,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040143,MARICOPA,19,3,2013,0.0,7.0,33.66845556,-112.1131,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040144,MARICOPA,29,3,2013,19.0,23.0,33.55684722,-112.11316944,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040145,MARICOPA,24,1,2013,11.0,19.0,33.22427778,-111.85836667,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Rain,1,Morning
2013040146,MARICOPA,3,2,2013,19.0,27.0,33.53798333,-112.21971111,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Afternoon
2013040148,LA PAZ,4,3,2013,16.0,31.0,33.651725,-114.21710278,No Special Jurisdiction,Angle,Daylight,Clear,1,Afternoon
2013040149,MARICOPA,18,3,2013,7.0,52.0,33.39102778,-111.68470278,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040150,MARICOPA,24,3,2013,17.0,40.0,33.46164167,-112.45656111,No Special Jurisdiction,Front-to-Rear,Daylight,Clear,1,Afternoon
2013040151,YAVAPAI,28,3,2013,6.0,45.0,34.77664722,-111.92905556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Daylight,Clear,1,Morning
2013040152,MARICOPA,31,3,2013,2.0,21.0,33.79923611,-112.13775556,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dark - Lighted,Clear,1,Night
2013040153,COCONINO,31,3,2013,6.0,50.0,35.19040556,-111.36743611,No Special Jurisdiction,Not a Collision with Motor Vehicle In-Transport,Dawn,Clear,1,Morning
2013040154,PIMA,2,3,2013,15.0,24.0,31.73756389,-110.66343611,No Special Jurisdiction,Sideswipe - Same Direction,Daylight,Clear,1,Afternoon
